\N
2017-09-06 00:45:47
2026-08-04 01:10:21
1992-01-20 08:03:40
2010-11-21 02:58:16
1974-03-27 16:19:28
2025-04-12 09:52:38
2014-09-14 22:11:22
1978-09-27 23:47:35
1985-10-29 21:31:25
2018-07-07 00:50:47
1989-08-31 01:29:41
1971-01-10 05:35:01
1983-05-28 15:52:19
2036-11-29 15:30:27
2022-01-24 17:56:31
2023-06-09 07:37:51
1989-06-08 04:26:44
2023-11-15 01:11:44
1997-04-16 06:19:03
2021-12-18 16:37:32
2009-10-07 21:30:12
1994-01-29 03:07:14
1991-05-26 12:45:10
1984-10-01 17:18:39
2034-01-04 01:22:45
1977-03-15 11:46:55
1990-11-22 14:57:16
2003-03-15 06:11:50
1977-08-27 08:26:42
1972-10-17 01:34:22
2032-09-15 22:54:13
1994-07-31 10:50:47
2024-08-25 05:13:02
2013-09-18 18:19:31
\N
\N
1981-12-25 22:21:59
\N
2008-10-31 04:45:33
2013-02-02 02:15:09
2018-10-18 12:56:11
1978-11-07 15:17:16
2037-01-19 01:13:16
\N
2021-04-21 08:45:28
2028-01-21 13:52:14
2015-03-11 16:07:57
2005-03-13 17:22:20
2004-01-28 20:45:12
1991-03-21 13:23:37
2029-07-26 06:01:08
2002-11-15 19:24:22
1987-05-02 16:25:01
1999-04-01 05:54:41
2034-03-18 02:35:05
1998-07-08 21:50:27
2015-06-08 05:27:05
1999-05-16 03:11:42
2017-10-29 15:46:32
2037-06-14 02:45:44
1997-11-29 16:30:09
1993-02-26 22:47:39
1998-12-04 16:43:34
2025-08-14 16:29:42
1982-07-31 16:54:13
\N
2029-04-26 12:37:56
2025-09-21 23:33:16
\N
2017-06-24 03:39:14
1990-11-17 19:15:50
2014-03-30 15:02:02
\N
2020-08-26 07:34:24
1992-11-14 14:14:38
2010-04-22 17:35:09
2034-03-23 18:10:28
1984-10-17 02:42:50
2001-04-29 03:59:54
1996-08-15 07:16:34
\N
1974-02-10 02:40:01
2033-03-28 21:51:56
2004-07-20 07:26:40
2017-07-25 17:26:58
2025-12-12 13:27:04
2021-10-01 01:30:40
1986-11-23 18:40:24
2025-10-28 20:22:31
2021-04-23 14:09:07
2002-03-22 12:22:14
2013-01-18 08:22:38
1988-06-29 03:31:44
1976-04-19 18:45:58
2008-01-09 11:25:14
1998-11-13 14:35:23
2033-12-18 16:43:16
1983-07-06 14:11:03
2017-07-23 00:18:04
2037-01-27 05:35:21
2004-09-14 14:29:32
2035-11-11 14:27:23
2021-05-09 15:44:42
1987-11-02 15:56:40
\N
2026-12-02 12:28:27
1990-12-27 22:26:41
\N
1987-07-11 01:54:54
2029-11-27 10:59:35
1990-04-16 21:11:47
2023-05-11 10:45:45
\N
2011-08-05 12:47:00
1993-06-09 06:44:41
1982-06-02 21:37:08
2025-08-13 13:03:45
1974-03-11 03:30:14
2011-09-27 19:47:44
1992-12-02 08:40:51
2033-10-11 14:20:32
1983-01-20 16:32:49
2002-09-15 02:56:52
2006-09-27 11:45:29
1997-06-29 05:54:17
\N
1984-02-22 06:27:16
1992-07-19 22:54:28
1991-12-22 22:41:11
1990-07-06 01:25:10
1973-06-15 06:34:08
1976-03-21 22:21:06
1976-06-15 07:14:46
1972-01-15 06:30:22
1971-08-06 10:41:43
1995-08-21 21:12:06
2006-07-30 07:14:27
2023-09-20 23:59:35
2003-03-18 13:53:03
2008-06-18 05:31:10
1993-06-07 06:55:33
2036-08-28 00:46:01
1970-05-11 08:36:31
\N
2019-01-10 06:01:34
1986-04-16 07:43:34
2007-07-14 07:46:45
2015-05-11 05:13:03
2025-12-09 22:39:17
\N
2012-11-18 03:02:25
2022-08-08 02:56:37
1988-10-20 06:54:55
1985-02-21 08:46:49
1996-05-22 09:18:01
1976-10-07 09:21:50
1981-08-22 18:22:24
2035-08-31 17:58:57
\N
\N
\N
2011-11-13 20:09:47
2018-04-02 08:00:33
1984-08-07 03:17:37
1988-07-13 10:31:02
\N
2029-08-28 23:46:32
2008-12-10 12:40:01
1974-01-10 13:11:31
1996-06-17 05:23:30
1974-06-05 10:42:56
1975-02-19 03:03:35
1994-06-29 10:30:45
2018-07-08 13:28:04
\N
1984-10-09 13:52:14
2033-12-23 18:53:07
2021-06-11 02:18:52
2027-01-20 17:50:31
2012-04-17 09:46:09
1982-03-08 23:06:30
2004-11-03 06:34:08
2028-05-30 05:51:58
1981-09-06 21:46:45
2004-08-12 16:29:39
1998-02-22 05:03:52
2023-03-08 13:32:55
1991-09-16 22:16:21
\N
1999-07-18 22:54:50
\N
1991-11-12 03:31:16
1993-08-28 02:05:54
2026-11-10 04:53:55
2015-06-21 03:00:10
2032-02-05 04:32:19
1974-11-25 19:29:07
1985-11-04 00:11:55
1992-11-23 19:38:16
1986-07-18 15:15:06
1987-10-25 00:29:12
1987-12-08 10:12:04
1996-11-06 14:53:07
2028-05-15 05:23:09
1998-12-12 15:18:10
1974-11-23 21:02:21
2021-08-17 04:11:28
2020-04-02 06:42:25
\N
1994-07-01 07:43:54
1989-03-09 09:10:29
2008-04-06 08:50:48
2027-02-23 20:30:36
1983-10-09 05:19:36
1995-10-16 11:47:58
2007-09-09 12:43:09
1977-12-16 00:24:08
2008-04-05 21:05:40
\N
1983-10-17 15:56:25
2029-08-12 12:45:17
1994-10-20 18:41:45
2017-12-08 16:48:31
2018-02-09 08:41:07
1973-12-13 16:00:22
2022-06-20 01:45:40
2033-05-25 10:33:11
2017-02-01 05:21:30
2019-02-01 20:00:39
1970-10-01 20:58:08
2025-01-17 02:23:47
1974-03-08 16:19:17
2020-05-27 21:01:29
1999-01-10 08:39:45
2009-05-26 10:18:22
2014-07-22 07:54:09
2036-10-26 20:20:46
2025-03-03 08:47:09
1972-09-22 21:58:10
1998-05-16 11:05:46
1994-09-14 08:08:42
1976-08-14 12:10:43
1975-03-14 19:29:02
1980-10-31 16:30:29
1975-10-03 19:29:30
2020-02-09 20:43:47
1975-04-02 10:00:13
2027-07-27 11:17:48
2022-05-23 09:28:31
1999-11-08 15:38:46
2007-01-14 02:48:02
2026-05-04 08:12:13
2029-06-19 09:20:46
2005-05-07 19:38:36
2023-04-23 14:15:53
2022-02-12 01:05:51
